title,platform,total_sales,na_sales,jp_sales,pal_sales,other_sales
Star Wars: The Force Unleashed,Wii,1.86,1.11,0.0,0.56,0.19
Forza Horizon 4,XOne,1.84,0.74,0.01,0.95,0.15
Rayman Raving Rabbids 2,Wii,1.84,0.82,,0.82,0.2
The Elder Scrolls V: Skyrim Special Edition,XOne,1.83,1.13,,0.53,0.17
BioShock Infinite,PS3,1.82,0.74,0.04,0.74,0.3
The Orange Box,X360,1.82,1.09,0.02,0.53,0.17
Crazy Taxi,DC,1.81,1.1,0.12,0.51,0.08
LEGO Star Wars III: The Clone Wars,Wii,1.79,1.01,,0.62,0.15
Far Cry 5,XOne,1.78,1.14,,0.47,0.17
State of Emergency,PS2,1.76,0.86,,0.67,0.22
UFC 2009 Undisputed,PS3,1.76,1.07,0.01,0.45,0.24
The SpongeBob SquarePants Movie,PS2,1.76,1.06,,0.54,0.16
High School Musical: Sing It!,Wii,1.76,1.15,,0.45,0.16
Just Cause 2,PS3,1.75,0.45,0.06,0.92,0.32
FIFA Soccer 08,PS3,1.75,0.35,0.02,1.07,0.31
Crash Bandicoot: The Huge Adventure,GBA,1.73,0.95,,0.7,0.08
Twisted Metal III,PS,1.73,1.48,,0.2,0.05
SSX Tricky,PS2,1.73,0.85,,0.66,0.22
Call of Duty: World at War Final Fronts,PS2,1.72,0.61,,0.18,0.94
Rockstar Games Double Pack: Grand Theft Auto III & Grand Theft Auto Vice City,PS2,1.72,0.85,,0.66,0.22
Titanfall 2,PS4,1.72,0.75,0.06,0.62,0.28
The Beatles: Rock Band,Wii,1.71,1.17,,0.39,0.15
Portal 2,PS3,1.71,0.83,0.02,0.62,0.24
Call of Duty: Modern Warfare 3,PC,1.71,0.41,,0.99,0.31
Call of Duty Black Ops: Declassified,PSV,1.71,0.74,0.07,0.52,0.38
Cabela's Big Game Hunter 2010,Wii,1.7,1.58,,,0.12
NCAA Football 07,PS2,1.7,1.41,,0.05,0.23
The Sims 3: Late Night Expansion Pack,PC,1.69,0.59,,0.88,0.22
Harry Potter and the Sorcerer's Stone,GBA,1.69,0.87,0.08,0.66,0.08
Dragon Ball Z: The Legacy of Goku,GBA,1.69,1.52,,0.12,0.05
Need for Speed: Undercover,X360,1.69,0.8,0.01,0.7,0.18
Star Wars Battlefront: Renegade Squadron,PSP,1.68,0.9,,0.47,0.32
Time Crisis,PS,1.68,0.38,0.33,0.87,0.1
Far Cry 4,XOne,1.68,0.85,0.02,0.68,0.14
Saints Row 2,PS3,1.68,0.88,0.02,0.54,0.24
Dragon Age: Origins,PS3,1.67,0.96,0.08,0.42,0.21
SpongeBob SquarePants: Battle for Bikini Bottom,PS2,1.67,1.08,,0.45,0.14
NCAA Football 2004,PS2,1.67,1.35,,0.09,0.23
PGR: Project Gotham Racing 2,XB,1.67,0.97,0.04,0.59,0.07
Shaun White Snowboarding: Road Trip,Wii,1.66,0.93,,0.56,0.16
Need for Speed Carbon,X360,1.65,0.76,0.02,0.69,0.18
MySims,Wii,1.65,0.9,0.04,0.54,0.17
Army of Two,X360,1.64,1.09,0.02,0.37,0.16
Ape Escape,PS,1.63,0.71,0.32,0.48,0.11
Uncharted: Golden Abyss,PSV,1.62,0.53,0.13,0.71,0.25
The Order: 1886,PS4,1.62,0.44,0.07,0.86,0.25
Call of Duty: Black Ops,PC,1.62,0.58,,0.82,0.23
Rock Band,PS3,1.62,0.99,,0.41,0.22
Kinectimals,X360,1.62,1.02,0.0,0.46,0.14
Tom Clancy's Ghost Recon Wildlands,XOne,1.61,0.98,,0.48,0.15
Rage,X360,1.6,0.82,0.03,0.6,0.15
Just Cause 2,X360,1.6,0.59,0.02,0.83,0.17
Pro Evolution Soccer 2008,PS3,1.59,0.04,0.32,1.1,0.13
Soul Blade,PS,1.59,0.61,0.46,0.41,0.1
LEGO Harry Potter: Years 1-4,X360,1.59,0.95,,0.5,0.14
Far Cry 2,X360,1.59,0.72,0.02,0.69,0.18
Sonic Generations,PS3,1.59,0.6,0.02,0.72,0.25
FIFA 16,X360,1.59,0.59,,0.88,0.12
Devil May Cry 4,PS3,1.58,0.58,0.34,0.45,0.2
LEGO Pirates of the Caribbean: The Video Game,Wii,1.57,0.73,,0.69,0.15
Pro Evolution Soccer 2010,PS2,1.57,0.1,0.12,0.18,1.16
Twisted Metal,PS,1.56,1.32,,0.19,0.05
Mortal Kombat,PS3,1.56,1.06,,0.31,0.19
Mafia II,X360,1.56,0.85,,0.55,0.15
007: The World is Not Enough,N64,1.55,1.13,0.02,0.38,0.03
Guitar Hero 5,Wii,1.55,0.92,,0.48,0.15
BioShock 2,PS3,1.55,0.85,0.02,0.46,0.22
Need for Speed: Most Wanted (2012),X360,1.54,0.62,0.01,0.79,0.12
Die Hard Trilogy,PS,1.54,0.85,,0.58,0.1
Dark Cloud,PS2,1.54,0.83,0.08,0.44,0.19
Go Vacation,Wii,1.54,0.42,0.33,0.66,0.13
Fight Night Round 4,PS3,1.52,0.92,,0.4,0.2
Sonic Rivals 2,PSP,1.52,0.44,,0.7,0.37
Forza Motorsport 7,XOne,1.52,0.58,0.01,0.81,0.12
Dead Space 2,X360,1.52,0.94,,0.44,0.13
Call of Duty 3,PS3,1.51,0.6,0.03,0.63,0.26
Call of Duty: Modern Warfare: Reflex Edition,Wii,1.51,0.94,,0.43,0.14
Star Wars: The Force Unleashed II,PS3,1.51,0.8,,0.5,0.21
Rock Band 2,PS3,1.5,1.13,,0.2,0.16
Football Manager 2012,PC,1.5,0.02,,1.16,0.32
WWF No Mercy,N64,1.5,1.2,0.02,0.27,0.02
SoulCalibur II,GC,1.5,0.99,0.11,0.32,0.08
Red Faction II,PS2,1.5,0.49,,0.78,0.23
NFL Blitz,PS,1.5,1.41,,0.05,0.04
Metal Gear Rising: Revengeance,PS3,1.5,0.47,0.44,0.41,0.18
Dead Rising 2,X360,1.49,0.75,0.09,0.53,0.13
Mafia II,PS3,1.49,0.5,0.04,0.7,0.25
LEGO Battles: Ninjago,DS,1.48,1.03,,0.33,0.12
LEGO Star Wars III: The Clone Wars,X360,1.48,0.84,,0.51,0.13
Disney Sing It: Pop Hits,Wii,1.48,1.07,,0.28,0.12
007: Quantum of Solace,X360,1.48,0.82,0.01,0.51,0.14
Tom Clancy's Splinter Cell: Pandora Tomorrow,XB,1.48,0.82,,0.59,0.07
Sonic's Ultimate Genesis Collection,X360,1.48,0.9,,0.44,0.14
Fight Night Round 3,X360,1.47,1.33,0.01,0.03,0.1
Minecraft,WiiU,1.47,0.5,0.38,0.49,0.09
Super Scribblenauts,DS,1.47,1.06,,0.3,0.11
Battlefield: Bad Company,X360,1.46,0.81,0.04,0.46,0.15
Mass Effect 3,PS3,1.46,0.65,0.03,0.58,0.2
Mass Effect 2,PS3,1.46,0.78,0.03,0.46,0.18
Homefront,X360,1.46,0.83,0.02,0.48,0.12
Super Monkey Ball,GC,1.46,0.95,0.1,0.37,0.04
The House of the Dead 2 & 3 Return,Wii,1.45,0.77,0.03,0.5,0.15
Sonic & SEGA All-Stars Racing,Wii,1.45,0.61,,0.69,0.15
Sega Genesis Collection,PSP,1.45,0.53,,0.58,0.34
Sonic Rivals,PSP,1.44,0.73,,0.43,0.28
Star Wars: The Force Unleashed II,X360,1.44,0.95,,0.37,0.12
BioShock,PS3,1.44,0.75,0.01,0.48,0.21
Kinect Joy Ride,X360,1.43,0.92,0.0,0.39,0.12
Dead Space 2,PS3,1.43,0.73,,0.49,0.21
WWE SmackDown vs Raw 2008,X360,1.43,0.92,0.0,0.38,0.13
Smarty Pants,Wii,1.43,0.52,,0.75,0.16
UFC Undisputed 2010,PS3,1.42,0.8,0.02,0.4,0.19
Rayman Raving Rabbids,Wii,1.42,1.22,0.02,0.07,0.11
LEGO Star Wars II: The Original Trilogy,PSP,1.41,0.58,,0.51,0.32
LEGO Indiana Jones 2: The Adventure Continues,Wii,1.41,0.9,,0.38,0.13
LEGO Star Wars: The Video Game,GC,1.41,1.09,,0.28,0.04
Twisted Metal: Black,PS2,1.41,1.19,,0.17,0.05
2Xtreme,PS,1.4,1.15,,0.2,0.05
Spider-Man: The Movie,XB,1.4,1.07,,0.28,0.05
Anno 2070,PC,1.4,,,1.14,0.26
Fight Night Round 4,X360,1.4,0.95,,0.33,0.13
Dead Space,X360,1.4,0.89,,0.39,0.13
Sonic Generations,X360,1.39,0.71,0.0,0.54,0.13
Bakugan: Battle Brawlers,DS,1.38,1.26,,0.02,0.1
Rocket League,XOne,1.38,0.52,,0.75,0.11
The Sims 2,PSP,1.38,0.49,,0.56,0.33
Deus Ex: Human Revolution,X360,1.38,0.77,0.02,0.47,0.12
Far Cry 2,PS3,1.38,0.43,0.01,0.69,0.26
Deus Ex: Human Revolution,PS3,1.38,0.5,0.07,0.6,0.22
Dead Rising 2,PS3,1.37,0.43,0.15,0.57,0.22
LEGO Harry Potter: Years 1-4,PS3,1.37,0.55,,0.61,0.21
Call of Duty: Black Ops,Wii,1.37,0.8,,0.46,0.12
Crysis 2,X360,1.37,0.73,0.02,0.5,0.13
Need for Speed: The Run,X360,1.37,0.63,0.0,0.57,0.16
A Collection of Activision Classic Games for the Atari 2600,PS,1.37,0.76,,0.52,0.09
Metroid: Other M,Wii,1.36,0.85,0.13,0.28,0.1
Crash Bandicoot 2: N-Tranced,GBA,1.36,0.63,,0.66,0.07
GoldenEye 007,Wii,1.36,0.76,0.0,0.6,
Marvel vs. Capcom 3: Fate of Two Worlds,PS3,1.36,0.81,0.11,0.28,0.15
Wolfenstein II: The New Colossus,PS4,1.36,0.55,0.01,0.58,0.22
Hasbro Family Game Night 2,Wii,1.36,0.7,,0.52,0.13
Gardening Mama,DS,1.36,0.79,0.01,0.42,0.13
FIFA Soccer 08,PSP,1.35,0.2,,0.76,0.39
FIFA Soccer 09,PSP,1.35,0.23,0.02,0.73,0.37
Burnout Paradise,X360,1.35,0.63,0.01,0.57,0.14
Battlefield: Bad Company,PS3,1.34,0.76,0.05,0.36,0.17
F1 2010,PS3,1.34,0.25,0.08,0.75,0.26
Max Payne 2: The Fall of Max Payne,PS2,1.34,0.65,,0.51,0.17
Donkey Kong Jungle Beat,GC,1.34,0.84,0.24,0.22,0.04
The ICO & Shadow of the Colossus Collection,PS3,1.34,0.67,0.13,0.36,0.18
Need for Speed Carbon,PS2,1.34,1.22,0.05,0.05,0.01
Command & Conquer: Red Alert 2,PC,1.34,1.32,,0.02,
Tom Clancy's Rainbow Six: Vegas 2,PS3,1.34,0.66,0.04,0.45,0.2
Devil May Cry 4,X360,1.34,0.79,0.08,0.34,0.13
WWE SmackDown vs Raw 2008,PS3,1.33,0.62,0.01,0.5,0.2
Alan Wake,X360,1.33,0.66,0.05,0.5,0.12
Crysis 2,PS3,1.33,0.48,0.06,0.57,0.22
Grand Theft Auto: Chinatown Wars,DS,1.33,0.58,0.05,0.56,0.14
Spider-Man: The Movie,GBA,1.33,0.92,0.01,0.35,0.05
Tony Hawk's Pro Skater,GB,1.33,0.9,0.01,0.38,0.05
Fallout 76,PS4,1.32,0.52,0.1,0.49,0.2
Rage,PS3,1.32,0.47,0.06,0.59,0.2
MAG: Massive Action Game,PS3,1.32,0.77,0.09,0.3,0.16
UFC Undisputed 2010,X360,1.32,0.9,0.0,0.31,0.11
Need for Speed Underground Rivals,PSP,1.32,0.69,0.02,0.38,0.24
Madagascar,PS2,1.31,0.78,,0.45,0.07
The Beatles: Rock Band,X360,1.31,0.97,,0.23,0.11
[Prototype],X360,1.31,0.84,,0.35,0.12
LEGO Batman: The Videogame,PS3,1.31,0.72,,0.39,0.19
Burnout 3: Takedown,XB,1.31,0.84,,0.43,0.04
LEGO Batman: The Videogame,PSP,1.3,0.57,,0.46,0.27
NBA Live 07,PS2,1.3,1.07,0.02,0.04,0.17
Transformers,PS2,1.29,0.63,,0.49,0.16
The Last Guardian,PS4,1.29,0.4,0.13,0.58,0.19
Champions of Norrath,PS2,1.28,0.63,,0.49,0.16
Manhunt,PS2,1.28,0.63,,0.49,0.16
Twisted Metal 4,PS,1.28,1.07,,0.16,0.04
Need for Speed Carbon,Wii,1.28,0.45,0.02,0.66,0.15
.hack//Infection Part 1,PS2,1.27,0.49,0.26,0.38,0.13
LEGO Batman: The Videogame,PS2,1.27,0.72,,0.03,0.52
NBA 2K9,X360,1.27,1.0,,0.16,0.11
EA Sports Active 2,Wii,1.27,0.76,,0.4,0.11
WWE '12,X360,1.27,0.74,0.0,0.4,0.12
Castlevania: Symphony of the Night,PS,1.27,0.58,0.21,0.4,0.08
The Sims 2: Nightlife,PC,1.27,1.22,,0.05,
SOCOM: U.S. Navy SEALs Confrontation,PS3,1.26,0.94,0.02,0.17,0.14
Rockstar Games presents Table Tennis,Wii,1.26,0.39,,0.73,0.15
Assassin's Creed: Bloodlines,PSP,1.26,0.43,0.05,0.5,0.28
Football Manager 2011,PC,1.26,,,1.01,0.24
Tomb Raider: Underworld,PS3,1.26,0.45,0.05,0.55,0.21
RollerCoaster Tycoon 2,PC,1.25,1.19,,0.06,
Cars 2,DS,1.25,0.68,0.04,0.41,0.12
Black,PS2,1.25,1.01,0.03,0.04,0.16
Need for Speed: Most Wanted,X360,1.25,1.0,0.02,0.13,0.1
Ratatouille,DS,1.25,0.49,,0.62,0.14
Need for Speed Carbon,PS3,1.24,0.49,0.03,0.51,0.2
Oddworld: Abe's Oddysee,PS,1.24,0.75,,0.44,0.06
[Prototype],PS3,1.24,0.65,,0.41,0.18
2010 FIFA World Cup South Africa,PS3,1.23,0.3,0.07,0.64,0.22
Frogger: The Great Quest,PS2,1.23,0.6,,0.47,0.16
Donkey Kong Country 2,GBA,1.23,0.79,0.12,0.27,0.04
Star Wars Battlefront II,PSP,1.22,1.05,0.01,0.06,0.1
NBA Live 99,PS,1.22,1.13,,0.05,0.03
Intelligent Qube,PS,1.22,0.13,1.0,0.07,0.02
Max Payne,XB,1.22,0.98,,0.19,0.05
Cars,PSP,1.21,0.72,,0.28,0.2
FIFA 07 Soccer,PSP,1.21,0.25,,0.64,0.32
Bayonetta,PS3,1.21,0.44,0.21,0.4,0.16
FIFA Soccer 11,PSP,1.21,0.13,0.01,0.7,0.36
NFL 2K,DC,1.2,1.12,,0.05,0.02
F1 2011,PS3,1.2,0.12,0.11,0.75,0.23
ATV Offroad Fury 3,PS2,1.2,1.0,,0.04,0.16
Metal Gear Solid V: Ground Zeroes,PS4,1.2,0.36,0.17,0.5,0.17
WWE 2K14,PS3,1.2,0.49,,0.51,0.2
Shadow of the Colossus,PS4,1.2,0.44,0.05,0.52,0.19
World Soccer Winning Eleven 9 (JP & Others sales),PSP,1.2,0.01,0.31,0.88,
Mario & Sonic at the London 2012 Olympic Games,3DS,1.19,0.18,0.27,0.66,0.08
WWE SmackDown vs Raw 2008,PSP,1.19,0.45,,0.47,0.28
Spider-Man: The Movie,GC,1.19,0.86,0.01,0.27,0.04
Metal Gear Solid: Portable Ops,PSP,1.19,0.38,0.38,0.35,0.09
LEGO Star Wars III: The Clone Wars,PS3,1.18,0.52,,0.47,0.19
WWE '12,PS3,1.18,0.53,0.02,0.45,0.17
Metal Gear Solid VR Missions,PS,1.18,0.66,,0.45,0.08
Tony Hawk's Pro Skater 2,GBA,1.18,0.85,,0.31,0.02
Red Dead Redemption: Undead Nightmare,PS3,1.18,0.47,0.06,0.45,0.19
LEGO Indiana Jones: The Original Adventures,PSP,1.18,0.4,,0.49,0.3
WWE SmackDown vs. Raw 2010,PS3,1.17,0.48,0.01,0.48,0.19
Ty the Tasmanian Tiger,PS2,1.17,0.57,,0.45,0.15
Mission: Impossible,N64,1.17,0.74,0.02,0.38,0.03
Army of Two,PS3,1.17,0.74,0.02,0.26,0.15
Medal of Honor Heroes 2,PSP,1.16,0.5,0.02,0.39,0.25
Sniper: Ghost Warrior,X360,1.16,0.54,,0.5,0.12
FIFA Soccer 10,PSP,1.16,0.16,0.01,0.68,0.31
Spore,PC,1.16,0.03,,1.06,0.07
Bushido Blade,PS,1.16,0.39,0.43,0.27,0.08
EA Sports Active: More Workouts,Wii,1.16,0.78,,0.28,0.1
Mirror's Edge,X360,1.16,0.51,0.01,0.51,0.12
Sunset Overdrive,XOne,1.16,0.64,0.0,0.42,0.1
LEGO Star Wars: The Video Game,XB,1.16,0.83,,0.28,0.05
The Elder Scrolls V: Skyrim,NS,1.15,0.67,0.06,0.32,0.1
Dragon Quest VIII: Journey of the Cursed King,3DS,1.15,0.14,0.88,0.11,0.02
Call of Duty 4: Modern Warfare,PC,1.15,,,1.12,0.03
Hot Shots Golf: Out of Bounds,PS3,1.14,0.31,0.76,0.03,0.04
The Lord of the Rings: The Return of the King,XB,1.14,0.71,,0.38,0.05
South Park,N64,1.14,0.9,,0.23,0.02
Brave Fencer Musashi,PS,1.14,0.25,0.65,0.17,0.07
Shadow of the Colossus,PS2,1.14,0.78,0.2,0.03,0.13
Action Bass,PS,1.14,0.64,,0.43,0.07
LEGO Star Wars III: The Clone Wars,3DS,1.14,0.61,,0.44,0.09
Mortal Kombat,X360,1.14,0.85,,0.19,0.1
LEGO Star Wars: The Video Game,GBA,1.14,0.82,,0.3,0.02
007: Quantum of Solace,PS3,1.14,0.43,0.02,0.51,0.19
NCAA Football 14,X360,1.13,1.01,,,0.12
Rocksmith,PS3,1.13,0.53,0.09,0.38,0.13
Rabbids Go Home,Wii,1.13,0.25,,0.74,0.14
Fight Night Champion,PS3,1.13,0.45,,0.5,0.18
Guitar Hero 5,X360,1.13,0.65,,0.37,0.11
Rocksmith,X360,1.13,0.85,0.01,0.19,0.08
ModNation Racers,PS3,1.13,0.5,0.06,0.4,0.16
Plants vs Zombies: Garden Warfare,X360,1.13,0.54,0.0,0.5,0.09
Cars,GBA,1.13,0.81,,0.3,0.02
Mirror's Edge,PS3,1.13,0.31,0.02,0.59,0.21
Spider-Man 2,XB,1.12,0.82,,0.26,0.04
Crackdown 2,X360,1.12,0.63,0.02,0.36,0.1
WWE 2K14,X360,1.12,0.64,,0.38,0.1
Need for Speed: Most Wanted (2012),PSV,1.12,0.33,0.01,0.53,0.25
Dragon Age II,X360,1.12,0.72,0.01,0.29,0.09
The Beatles: Rock Band,PS3,1.12,0.67,,0.29,0.15
SOCOM: U.S. Navy SEALs Fireteam Bravo,PSP,1.12,1.03,0.01,0.0,0.08
Mafia III,XOne,1.11,0.54,,0.48,0.09
NCAA Football 13,X360,1.11,1.02,,,0.09
Crash Bandicoot N. Sane Trilogy,NS,1.11,0.44,0.02,0.57,0.09
Castlevania: Lords of Shadow,PS3,1.11,0.5,0.1,0.37,0.15
Tom Clancy's Splinter Cell: Chaos Theory,XB,1.11,0.68,,0.38,0.05
Red Dead Redemption: Undead Nightmare,X360,1.11,0.61,0.02,0.38,0.1
Plants vs. Zombies,DS,1.11,0.9,,0.13,0.09
Rock Band,PS2,1.11,0.71,,0.06,0.35
FIFA 18,NS,1.1,0.35,0.13,0.55,0.07
LEGO Star Wars III: The Clone Wars,DS,1.1,0.62,,0.38,0.1
Guitar Hero 5,PS3,1.1,0.53,,0.39,0.17
GRID,PS3,1.1,0.31,0.03,0.57,0.19
Sonic Free Riders,X360,1.1,0.75,,0.25,0.1
Bully: Scholarship Edition,X360,1.09,0.53,0.03,0.42,0.11
DJ Hero,X360,1.09,0.59,,0.39,0.11
Namco Museum Battle Collection,PSP,1.09,0.75,,0.18,0.16
Lightning Returns: Final Fantasy XIII,PS3,1.09,0.31,0.45,0.22,0.11
Toy Story 3: The Video Game,PS3,1.09,0.51,,0.41,0.17
Skate 2,X360,1.09,0.82,0.01,0.17,0.09
NFL 2K1,DC,1.09,1.02,,0.05,0.02
Dragon Ball Z: The Legacy of Goku II,GBA,1.09,0.78,,0.29,0.02
Untold Legends: Brotherhood of the Blade,PSP,1.09,0.54,0.01,0.33,0.22
Star Wars: The Force Unleashed,PSP,1.09,0.43,,0.41,0.24
The Simpsons Game,PSP,1.08,0.24,,0.54,0.3
Dante's Inferno,PS3,1.08,0.64,0.04,0.28,0.12
Disney's Lilo & Stitch,GBA,1.08,0.77,,0.29,0.02
Ready 2 Rumble Boxing,PS,1.08,0.6,,0.41,0.07
FIFA Soccer 11,Wii,1.08,0.26,,0.69,0.12
Star Fox: Assault,GC,1.08,0.68,0.19,0.18,0.03
Virtua Fighter 5,PS3,1.08,0.29,0.08,0.52,0.2
Pro Evolution Soccer 2014,PS3,1.08,0.03,0.51,0.46,0.08
Grand Theft Auto: Chinatown Wars,PSP,1.08,0.28,0.03,0.5,0.27
Dragon Ball Z: Taiketsu,GBA,1.08,0.77,,0.29,0.02
Spore Creatures,DS,1.07,0.66,0.0,0.3,0.1
Tomb Raider: Underworld,X360,1.07,0.53,0.01,0.42,0.11
Call of Duty 3,PS2,1.07,0.89,,0.03,0.15
World Tour Soccer,PSP,1.07,0.1,,0.63,0.34
Naruto: Ultimate Ninja Storm,PS3,1.07,0.49,0.09,0.34,0.15
Virtua Fighter,SAT,1.07,0.17,0.77,0.12,0.02
Marvel vs. Capcom 3: Fate of Two Worlds,X360,1.07,0.79,0.03,0.18,0.08
The Biggest Loser,Wii,1.07,0.86,,0.12,0.09
Tiger Woods PGA Tour 10,Wii,1.07,0.6,,0.37,0.1
The Orange Box,PS3,1.07,0.28,,0.58,0.21
LEGO Star Wars II: The Original Trilogy,DS,1.07,0.96,,0.03,0.08
Prince of Persia,PS3,1.07,0.47,0.03,0.41,0.17
Endless Ocean,Wii,1.06,0.43,0.09,0.46,0.09
Mercenaries 2: World in Flames,X360,1.06,0.65,0.01,0.3,0.1
Warhawk,PS3,1.06,0.49,,0.39,0.17
Sonic Generations,3DS,1.06,0.44,0.01,0.52,0.08
Mortal Kombat: Armageddon,PS2,1.06,0.88,,0.04,0.14
Aliens vs Predator,X360,1.06,0.55,,0.4,0.11
Spider-Man 2,GBA,1.06,0.76,,0.28,0.02
Sega Superstars Tennis,Wii,1.06,0.28,,0.65,0.13
Seek and Destroy,PS2,1.06,0.52,,0.4,0.14
Darksiders,X360,1.06,0.67,0.01,0.28,0.1
DiRT 3,PS3,1.06,0.27,0.01,0.58,0.2
Forza Motorsport,XB,1.05,0.52,,0.51,0.02
Rocksmith 2014,PS3,1.05,0.56,0.05,0.26,0.17
DiRT,PS3,1.05,0.16,,0.66,0.23
Dave Mirra Freestyle BMX,PS,1.05,0.91,,0.11,0.03
Sonic & SEGA All-Stars Racing,DS,1.05,0.43,,0.51,0.11
MySims Agents,Wii,1.05,0.63,0.0,0.32,0.1
Resident Evil: The Darkside Chronicles,Wii,1.05,0.46,0.2,0.31,0.09
SOCOM: U.S. Navy SEALs Fireteam Bravo 2,PSP,1.05,0.81,,0.11,0.13
Call of Duty 4: Modern Warfare,DS,1.05,0.95,0.01,0.02,0.08
Brink,X360,1.04,0.59,0.01,0.35,0.09
Aliens vs Predator,PS3,1.04,0.41,,0.46,0.18
Sleeping Dogs,PS3,1.04,0.31,0.05,0.5,0.17
Legacy of Kain: Soul Reaver,PS,1.04,0.58,,0.4,0.07
Need for Speed: Most Wanted,XB,1.04,0.53,,0.46,0.05
WipEout Pure,PSP,1.04,0.47,,0.34,0.23
The Simpsons Game,X360,1.04,0.54,,0.39,0.11
Bomberman 64,N64,1.04,0.5,0.31,0.2,0.03
MotorStorm: Arctic Edge,PSP,1.04,0.16,0.0,0.58,0.3
Naruto: Clash of Ninja 2,GC,1.04,0.44,0.45,0.12,0.03
LEGO Pirates of the Caribbean: The Video Game,X360,1.04,0.54,,0.4,0.1
WWE SmackDown vs. Raw 2010,X360,1.04,0.56,0.01,0.37,0.1
Just Dance 2014,X360,1.03,0.75,,0.18,0.1
Sonic Unleashed,PS3,1.03,0.56,0.01,0.32,0.14
The Elder Scrolls III: Morrowind Game of the Year Edition,XB,1.03,0.77,,0.22,0.04
Tomb Raider,PC,1.03,0.96,,0.07,
Dragon Ball Z: Budokai Tenkaichi 3,Wii,1.03,0.32,0.26,0.36,0.08
LEGO Indiana Jones: The Original Adventures,PS3,1.03,0.44,,0.43,0.17
Shrek 2,GC,1.02,0.73,0.01,0.26,0.03
Bulletstorm,X360,1.02,0.61,0.01,0.32,0.08
Tiger Woods PGA Tour 08,Wii,1.02,0.93,,0.01,0.08
Madden NFL 07,XB,1.02,0.97,,0.03,0.03
Rock Band 2,Wii,1.02,0.93,,0.01,0.08
Just Cause 3,XOne,1.01,0.52,,0.41,0.09
Madden NFL 16,X360,1.01,0.88,,0.02,0.11
F1 2012,PS3,1.01,0.12,0.05,0.65,0.18
Prince of Persia,X360,1.01,0.54,0.02,0.34,0.1
NBA 2K10,X360,1.01,0.91,0.0,0.02,0.08
EyePet,PS3,1.01,0.37,0.04,0.52,0.09
Excitebike 64,N64,1.0,0.65,0.19,0.15,0.01
Far Cry: Primal,XOne,1.0,0.51,,0.41,0.09
Rayman Origins,PS3,1.0,0.33,0.01,0.5,0.16
Breath of Fire III,PS,1.0,0.29,0.46,0.19,0.07
Tom Clancy's Splinter Cell: Blacklist,X360,1.0,0.57,0.01,0.33,0.09
NERF N-Strike Elite,Wii,1.0,0.93,,,0.07
NCAA Football 12,X360,1.0,0.94,,,0.06
Rocksmith 2014,X360,0.99,0.73,0.0,0.16,0.1
Army of Two: The 40th Day,X360,0.99,0.65,0.0,0.24,0.09
DiRT 2,PS3,0.99,0.27,0.0,0.53,0.19
Midnight Club: LA Remix,PSP,0.99,0.52,,0.28,0.19
Apollo Justice: Ace Attorney,DS,0.99,0.28,0.64,0.05,0.03
The Simpsons: Hit & Run,GC,0.99,0.77,,0.2,0.03
Haze,PS3,0.99,0.49,0.02,0.33,0.15
Oddworld: Abe's Exoddus,PS,0.99,0.55,,0.38,0.06
Shadow The Hedgehog,GC,0.99,0.76,,0.2,0.03
Tom Clancy's Splinter Cell: Blacklist,PS3,0.98,0.34,0.06,0.44,0.15
The Witcher 2: Assassins of Kings,PC,0.98,0.27,,0.56,0.14
Zoo Tycoon DS,DS,0.98,0.86,0.01,0.03,0.07
Pro Evolution Soccer 2008,PSP,0.98,0.02,0.19,0.53,0.25
Fallout 3,PC,0.98,0.02,,0.88,0.07
Sniper Elite V2,PS3,0.98,0.38,0.06,0.4,0.15
FIFA Soccer 10,Wii,0.98,0.23,,0.64,0.11
Suikoden III,PS2,0.98,0.29,0.38,0.23,0.08
Grand Theft Auto: San Andreas,PC,0.97,0.0,,0.93,0.04
Dirge of Cerberus: Final Fantasy VII,PS2,0.97,0.46,0.51,,
Brutal Legend,X360,0.97,0.62,,0.26,0.09
Band Hero,Wii,0.97,0.59,,0.29,0.09
LEGO Star Wars II: The Original Trilogy,GC,0.97,0.75,,0.19,0.03
Fire Emblem: The Blazing Blade,GBA,0.97,0.49,0.29,0.18,0.01
Sea of Thieves,XOne,0.96,0.6,,0.27,0.09
LEGO Pirates of the Caribbean: The Video Game,PS3,0.96,0.36,,0.44,0.16
Madden NFL 25,PS4,0.96,0.64,,0.15,0.17
Sonic & SEGA All-Stars Racing,PS3,0.96,0.36,,0.44,0.16
Dark Cloud 2,PS2,0.96,0.38,0.26,0.25,0.07
Guitar Hero: Warriors of Rock,Wii,0.96,0.47,,0.41,0.09
PilotWings Resort,3DS,0.96,0.4,0.13,0.36,0.07
Gangs of London,PSP,0.96,0.3,,0.43,0.22
Driver: San Francisco,PS3,0.95,0.24,0.01,0.53,0.17
Lost Planet 2,PS3,0.95,0.29,0.2,0.34,0.12
LEGO Harry Potter: Years 5-7,PS3,0.95,0.36,,0.45,0.15
White Knight Chronicles: International Edition,PS3,0.95,0.34,0.36,0.16,0.09
Wild ARMs,PS,0.95,0.26,0.46,0.17,0.06
Sonic Unleashed,X360,0.95,0.54,0.0,0.32,0.09
SpongeBob SquarePants: Battle for Bikini Bottom,GC,0.95,0.74,,0.19,0.03
Harvest Moon 3D: A New Beginning,3DS,0.95,0.41,0.31,0.18,0.06
